child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
närimis_kumm	NOUN	Gen	Sing	tootmine	NOUN	Par	Sing	närimiskummi tootmist	John Curtis alustab ___närimiskummi___ ___tootmist___ Portlandis tuhande kaheksasaja viiekümnendal aastal .	38477	4
närimis_kumm	NOUN	Gen	Sing	tootmine	NOUN	Par	Sing	närimiskummi tootmist	John Curtis alustas ___närimiskummi___ ___tootmist___ Portlandis tuhande kaheksasaja viiekümnendal aastal .	38478	4
ratas	NOUN	Gen	Sing	leiutamine	NOUN	Par	Sing	ratta leiutamist	No üldiselt peetakse tehnika arengule kõige suuremat mõju avaldanud leiutiseks ___ratta___ , kõige klassikalisema ratta ___leiutamist___ , kuna sellest hetkest nagu hakkas üsna kiire ja tormiline tehnika edasine areng .	38503	74
ratas	NOUN	Gen	Sing	leiutamine	NOUN	Par	Sing	ratta leiutamist	No üldiselt peetakse tehnika arengule kõige suuremat mõju avaldanud leiutiseks ratta , kõige klassikalisema ___ratta___ ___leiutamist___ , kuna sellest hetkest nagu hakkas üsna kiire ja tormiline tehnika edasine areng .	38503	74
tehnoloogia	NOUN	Gen	Sing	leiutamine	NOUN	Par	Sing	tehnoloogia leiutamist	Aga samas ei saa ka muidugi eitada rauasulatamise ___tehnoloogia___ ___leiutamist___ või kas või tuletiku tähtsust .	38504	26
tuletik	NOUN	Gen	Sing	tähtsus	NOUN	Par	Sing	tuletiku tähtsust	Aga samas ei saa ka muidugi eitada rauasulatamise tehnoloogia leiutamist või kas või ___tuletiku___ ___tähtsust___ .	38504	3
lill	NOUN	Gen	Plur	õie_mahla	NOUN	Par	Sing	lillede õiemahla	Nad joovad ___lillede___ ___õiemahla___ .	38622	124
tükk	NOUN	Nom	Sing	leib	NOUN	Par	Sing	tükk leiba	Talle anti kaasa ___tükk___ ___leiba___ ja kruus vett .	38652	30
lepp	NOUN	Gen	Sing	õie_tolm	NOUN	Par	Sing	lepa õietolmu	Lõuna-Eestis on õhus kase ja ___lepa___ ___õietolmu___ .	38683	3
õpetaja	NOUN	Nom	Plur	teksa_püks	NOUN	Par	Plur	õpetajad teksapükse	Meie koolis kannavad ___õpetajad___ ___teksapükse___ , aga aastatel 1963 - 1968 kandsid õpetajad ülikondi .	38728	475
õpetaja	NOUN	Nom	Plur	üli_kond	NOUN	Par	Plur	õpetajad ülikondi	Meie koolis kannavad õpetajad teksapükse , aga aastatel 1963 - 1968 kandsid ___õpetajad___ ___ülikondi___ .	38728	475
kirjutis	NOUN	Gen	Plur	lugemine	NOUN	Par	Sing	kirjutiste lugemist	Selliste ___kirjutiste___ ___lugemist___ nimetab Putin tühjaks ajaraiskamiseks , sest ta teab endast niigi kõike .	38754	2
isa	NOUN	Gen	Sing	hukkumine	NOUN	Par	Sing	isa hukkumist	Pärast ___isa___ ___hukkumist___ lennuõnnetuses 1947. aastal sai selgeks , et Carl Gustaf pärib krooni oma vanaisalt .	38767	469
sepp	NOUN	Gen	Sing	amet	NOUN	Par	Sing	sepa ametit	Tema üks vend oli samuti laulja ansamblis Kukerpillid , aga teine vend pidas ___sepa___ ___ametit___ .	38791	3
ansambel	NOUN	Par	Sing	plaadi_kogu	NOUN	Par	Plur	ansambli plaadikogusid	Ivo Linnal on üks suuremaid ___ansambli___ The Beatles ___plaadikogusid___ Eestis .	38795	27
müügi_mees	NOUN	Gen	Sing	amet	NOUN	Par	Sing	müügimehe ametit	Uuringutest on siiski selgunud , et näiteks suure palgaga ___müügimehe___ ___ametit___ ei hinda eestlased kuigi kõrgelt .	38852	2
haridus	NOUN	Par	Sing	mõtlemine	NOUN	Par	Sing	haridust mõtlemist	Selleks et olla konkurentsivõimeline ka mujal maailmas , on vaja omandada ning arendada neid väärtusi , mida seal kõrgelt hinnatakse - ___haridust___ , arenguvõimet ja loovat ___mõtlemist___ .	38853	41
haridus	NOUN	Par	Sing	mõtlemine	NOUN	Par	Sing	haridust mõtlemist	Eestis hinnatakse kõrgelt ___haridust___ , enesetäiendamist ja loovat ___mõtlemist___ .	38855	41
mõistus	NOUN	Gen	Sing	hääl	NOUN	Par	Sing	mõistuse häält	Kes ei seedi ___mõistuse___ ___häält___ ?	38902	11
kirik	NOUN	Gen	Sing	era_kordsus	NOUN	Par	Sing	kiriku erakordsust	See näitab Oleviste ___kiriku___ ___erakordsust___ ja suurt vanust .	38931	82
enamik	NOUN	Nom	Sing	tüdruk	NOUN	Par	Plur	Enamik tüdrukuid	___Enamik___ ___tüdrukuid___ , kes diskol käivad , ongi põhiliselt turistid , sest meil on islami usk ja tüdrukud ei tohiks väljas käia , aga osa käib ikka .	38940	42
klaastaar	NOUN	Gen	Sing	vastu_võtt	NOUN	Par	Sing	klaastaara vastuvõttu	Prügi tuleks sorteerida nii , et klaasasjad võiks viia ___klaastaara___ ___vastuvõttu___ ja et vanapaberi saaks viia vanapaberi vastuvõttu või spetsiaalsesse papi ja vanapaberi prügikasti .	39009	2
vana_paber	NOUN	Gen	Sing	vastu_võtt	NOUN	Par	Sing	vanapaberi vastuvõttu	Prügi tuleks sorteerida nii , et klaasasjad võiks viia klaastaara vastuvõttu ja et vanapaberi saaks viia ___vanapaberi___ ___vastuvõttu___ või spetsiaalsesse papi ja vanapaberi prügikasti .	39009	11
purk	NOUN	Nom	Plur	vastu_võtu_punkt	NOUN	Par	Sing	purgid vastuvõtupunkti	Mitu protsenti küsitletud elanikest viib klaaspudelid ja - ___purgid___ ___vastuvõtupunkti___ ?	39020	7
protsent	NOUN	Par	Sing	inimene	NOUN	Par	Plur	protsenti inimesi	Mitu ___protsenti___ ___inimesi___ on ohtlikke jäätmeid ära andnud kogumispäevadel ?	39024	39
enamik	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	enamik inimesi	Mida teeb jäätmete töötlemise heaks ___enamik___ ___inimesi___ ?	39027	42
aerosool	NOUN	Nom	Sing	preparaat	NOUN	Par	Sing	aerosool preparaati	Kasuta alati ___aerosool___ ___preparaati___ .	39037	1
liiklus	NOUN	Nom	Sing	keskkond	NOUN	Par	Sing	liiklus keskkonda	Eelmise aasta loenduses selgus , et kõige rohkem saastab ___liiklus___ ___keskkonda___ Statoili bensiinijaama juures .	39050	23
laulu_lava	NOUN	Gen	Sing	ümbrus	NOUN	Par	Sing	laululava ümbrust	Viiendad klassid ja Keila algkooli õpilased lähevad koristama ___laululava___ ___ümbrust___ .	39052	4
viie_võistlus	NOUN	Gen	Sing	skulptuur	NOUN	Par	Plur	Viievõistluse skulptuure	___Viievõistluse___ ___skulptuure___ tehakse alati ainult klaasasjadest .	39057	3
laulu_lava	NOUN	Gen	Sing	ümbrus	NOUN	Par	Sing	laululava ümbrust	Gümnaasiumiosa õpilased koristavad keskkonnapäeval ___laululava___ ___ümbrust___ .	39060	4
jäätmed	NOUN	Gen	Plur	kogumis_koht	NOUN	Par	Plur	jäätmete kogumiskohti	Keilas ei ole ohtlike ___jäätmete___ ___kogumiskohti___ .	39061	8
pakend	NOUN	Gen	Plur	kasutamine	NOUN	Par	Sing	pakendite kasutamist	Soovitatakse vältida ühekordsete nõude ja ___pakendite___ ___kasutamist___ .	39062	9
jalats	NOUN	Gen	Plur	vahetamine	NOUN	Par	Sing	jalatsite vahetamist	Lahendus : kooli korrapidaja peab kõigilt õpilastelt nõudma ___jalatsite___ ___vahetamist___ .	39066	12
kaader	NOUN	Gen	Sing	filmimis_viis	NOUN	Par	Sing	kaadri filmimisviisi	Filmis kutsutakse plaaniks ühe ___kaadri___ ___filmimisviisi___ .	39113	10
tegelane	NOUN	Gen	Plur	nägu	NOUN	Par	Plur	tegelaste nägusid	Suur plaan on vajalik siis , kui on tarvis näidata ___tegelaste___ ___nägusid___ või on vaja detaile esile tõsta .	39117	33
lill	NOUN	Gen	Plur	üle_andmine	NOUN	Par	Sing	lillede üleandmist	Enne ___lillede___ ___üleandmist___ võetakse need paberist välja .	39289	124
kodu	NOUN	Gen	Sing	noor	NOUN	Par	Plur	koduta noori	Ma ei usu , et ___koduta___ ___noori___ on palju , aga palju on lihtsalt abivajajaid , kelle peres vanemad joovad ja lapsest ei hooli .	39337	714
muusika	NOUN	Gen	Sing	looja	NOUN	Par	Plur	muusika loojaid	Missuguseid klassikalise ___muusika___ ___loojaid___ te teate ?	39373	224
lemmik_laulja	NOUN	Gen	Sing	kodu_lehe_külg	NOUN	Par	Sing	lemmiklaulja kodulehekülge	Ma külastan mitu korda päevas oma ___lemmiklaulja___ ___kodulehekülge___ .	39388	7
riik	NOUN	Gen	Sing	sadam	NOUN	Par	Sing	riigi sadamat	Jaht kavatseb 560 päevaga läbi sõita 26 ___riigi___ 43 ___sadamat___ , kokku läbitakse 37 000 meremiili .	39569	184
omanik	NOUN	Gen	Sing	nõus_olek	NOUN	Par	Sing	omaniku nõusolekut	Ka on olemas esimesed erasaared , kuhu minekuks on vaja ___omaniku___ ___nõusolekut___ .	39600	26
kroon	NOUN	Par	Sing	telkimis_tasu	NOUN	Par	Sing	krooni telkimistasu	Loa saab , makstes ca 25 ___krooni___ ___telkimistasu___ .	39609	86
hulk	NOUN	Nom	Sing	suur_tüki_patarei	NOUN	Par	Plur	hulk suurtükipatareisid	Aegnal on ilus liivarand , surnuaed , ___hulk___ õhkulastud ___suurtükipatareisid___ ja keskus .	39612	45
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Sõit saarele kestab umbes ___tund___ ___aega___ .	39613	555
enamus	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	enamus õpilasi	Aga ___enamus___ [ enamik ] ___õpilasi___ ei pea nendest reeglitest kinni .	39707	5
kirik	NOUN	Gen	Sing	torn	NOUN	Par	Sing	Kiriku torni	___Kiriku___ kõrget ___torni___ kasutati majakana , et laevad näeksid sõita kuulsasse kaubalinna .	39740	82
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Oleme ___tund___ ___aega___ .	39769	555
tonn	NOUN	Gen	Plur	viis	NOUN	Par	Sing	tonnide viisi	Igal kevadel koristavad kooliõpilased metsa alt ___tonnide___ ___viisi___ prügi , mida inimesed on sinna jätnud .	39785	10
grupp	NOUN	Nom	Sing	töötaja	NOUN	Par	Plur	grupp töötajaid	See on üks ___grupp___ ___töötajaid___ , loominguline grupp .	39800	22
grupp	NOUN	Nom	Sing	töötaja	NOUN	Par	Plur	grupp töötajaid	Ja on nüüd teine ___grupp___ ___töötajaid___ , see on majanduslik , tehniline personal : assistendid , autojuhid , valgustajad , administraatorid , monteerijad .	39801	22
film	NOUN	Gen	Sing	valmimine	NOUN	Par	Sing	filmi valmimist	Pärast ___filmi___ ___valmimist___ tagab filmile tee ekraanile .	39804	241
kaamera	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	kaamera võimalusi	Operaatorta peab valdama kaamerat , see tähendab , ta peab tundma ___kaamera___ tehnilisi ___võimalusi___ .	39808	14
näitleja	NOUN	Gen	Plur	tekst	NOUN	Par	Sing	näitlejate teksti	Helioperaator lindistab võtteplatsil ___näitlejate___ ___teksti___ , taustahelisid , osaleb pärast filmi valmimist muusika salvestamisel ja seda tööd nimetatakse filmi heli salvestamiseks .	39810	80
film	NOUN	Gen	Sing	valmimine	NOUN	Par	Sing	filmi valmimist	Helioperaator lindistab võtteplatsil näitlejate teksti , taustahelisid , osaleb pärast ___filmi___ ___valmimist___ muusika salvestamisel ja seda tööd nimetatakse filmi heli salvestamiseks .	39810	241
püks	NOUN	Gen	Plur	kandmine	NOUN	Par	Sing	pükste kandmist	Näiteks kirikusse lühikestes pükstes ja miniseelikus minna ei tohi , Kuigi lühikeste ___pükste___ ___kandmist___ pannakse pahaks , riietuvad venelased võimalikult kergelt .	39906	27
metal	NOUN	Gen	Sing	muusika	NOUN	Par	Sing	metal muusikat	Kõige meelsamini kuulan ma ___metal___ ___muusikat___ ja sellist raskemapoolset kitarrimuusikat , aga üldiselt olen ma väga vastuvõtlik kõiksugustele muusikastiilidele ja mulle meeldib kuulata ka trans'i ja drum ' n ' base'i .	39917	2
maa_ilm	NOUN	Gen	Sing	ookean	NOUN	Par	Sing	maailma ookeani	See on imekspandav , kui sageli võib avaookeanil , keset ___maailma___ kõige suuremat ___ookeani___ , Vaikset ookeani , võib leida vees hulpimas plastikpudelit , kilekotti , sõnaga [ ühesõnaga ] - kõikvõimalikku plastikust [ plastist ] rämpsu .	40041	223
kõne_keel	NOUN	Gen	Sing	väljend	NOUN	Par	Plur	kõnekeele väljendeid	Kasutatakse ___kõnekeele___ ___väljendeid___ .	40133	5
kõne_keel	NOUN	Gen	Sing	väljend	NOUN	Par	Plur	kõnekeele väljendeid	Ei kasutata ___kõnekeele___ ___väljendeid___ .	40137	5
kursus	NOUN	Gen	Plur	lõpp	NOUN	Par	Sing	kursuste lõppu	Nad helistasid järgmisel päeval muuseumi direktorile ja küsisid , kas võivad pärast ___kursuste___ ___lõppu___ tagasi tulla .	40151	35
enamik	NOUN	Nom	Sing	kursuslane	NOUN	Par	Plur	Enamik kursuslasi	___Enamik___ ___kursuslasi___ tormas mõisast lihtsalt läbi .	40170	42
klaver	NOUN	Gen	Sing	klahv	NOUN	Par	Plur	klaveri klahve	Erandkorras lubati neil aga isegi Rahmaninovi-aegse häälest ära ___klaveri___ ___klahve___ puutuda .	40177	32
kesk_kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	keskkooli lõpetamist	Pärast ___keskkooli___ ___lõpetamist___ tahtis tüdruk õppida Riigikaitse Akadeemias uurijaks , aga ei teinud ära suhtlemistesti .	40220	24
kilo	NOUN	Par	Sing	varustus	NOUN	Par	Sing	kilo varustust	Kakskümmend kaheksa ___kilo___ ___varustust___ seljas ja mask peas - see on tavaline asi .	40228	23
klass	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	klassi lõpetamist	Pärast üheksanda ___klassi___ ___lõpetamist___ hakkan õppima gümnaasiumis .	40260	502
klass	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	klassi lõpetamist	Millised edasiõppimisvõimalused on sul pärast üheksanda ___klassi___ ___lõpetamist___ ?	40289	502
klass	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	klassi lõpetamist	Mida hakkad tegema pärast üheksanda ___klassi___ ___lõpetamist___ ?	40290	502
film	NOUN	Gen	Sing	pea_tegelane	NOUN	Par	Sing	Filmi peategelast	___Filmi___ üht ___peategelast___ karu Valgelauku mängib karu Malõš , kes saabus Venemaalt Eestisse filmivõtetele koos kahe dresseerijaga .	40304	241
karu	NOUN	Gen	Sing	välimus	NOUN	Par	Sing	karu välimust	Grimeerija muudab ___karu___ ___välimust___ .	40355	39
loom	NOUN	Gen	Sing	vanus	NOUN	Par	Sing	looma vanust	Selle ___looma___ ___vanust___ ei ole võimalik väga täpselt hinnata .	40391	190
puur	NOUN	Gen	Sing	sisu	NOUN	Par	Sing	puuri sisu	Sellel loomal tuleb pidevalt vahetada ___puuri___ ___sisu___ .	40393	25
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Pole Sinust juba ___tükk___ ___aega___ midagi kuulnud .	40424	30
kõne	NOUN	Gen	Plur	maksumus	NOUN	Par	Sing	kõnede maksumust	See teenus võimaldab vaadata oma viimasena peetud kõne või kõikide ___kõnede___ ligikaudset ___maksumust___ .	40476	54
hulk	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	hulk õpilasi	Sageli haarab ___hulk___ ___õpilasi___ pärast tundi telefoni kätte , et teha kõne korrus allpool asuvale sõbrale .	40507	45
tüüp	NOUN	Par	Sing	vagun	NOUN	Par	Plur	tüüpi vaguneid	Tokios näeb sõitmas ronge , millel on kaht ___tüüpi___ ___vaguneid___ - mobiiliga ning mobiilita .	40511	16
kool	NOUN	Gen	Sing	söögi_raha	NOUN	Par	Sing	kooli söögiraha	Kui lapsel on taskus kuukaart ja ___kooli___ ___söögiraha___ makstud , siis milleks talle raha ?	40570	1013
raha	NOUN	Gen	Sing	väärtus	NOUN	Par	Sing	raha väärtust	Tead ___raha___ ___väärtust___ ning oskad oma tulud ja kulud tasakaalus hoida .	40664	255
trenn	NOUN	Par	Sing	asi	NOUN	Par	Sing	trenni asja	Välistatud on narkootikumid ning ka alkoholi tarvitavatel inimestel pole ___trenni___ ___asja___ .	40704	160
eestlane	NOUN	Gen	Plur	breigi_trupp	NOUN	Par	Sing	eestlaste breigitruppe	Kuid viimasel ajal on rohkem tekkinud ka ___eestlaste___ ___breigitruppe___ .	40735	119
moslem	NOUN	Gen	Plur	komme	NOUN	Par	Plur	moslemite kombeid	Grete ütleb otse , et tema on feministlik eurooplanna , kes peab paljusid ___moslemite___ ___kombeid___ ahistavaks .	40868	4
pruut	NOUN	Gen	Sing	foto	NOUN	Par	Plur	pruudi fotosid	Karim käis ise Liibanonis - Grete ei saanud oma nooruse ja vallalisuse tõttu viisat - ning viis suguvõsale ___pruudi___ ___fotosid___ .	40873	6
mees	NOUN	Gen	Sing	tahe	NOUN	Par	Sing	mehe tahet	Grete kiidab ka ___mehe___ ___tahet___ sulada eesti kultuuri : iga päev küsib midagi uut Eesti ajaloo kohta ja loeb ärilehes ilmunud artiklite pealkirju .	40876	199
artikkel	NOUN	Gen	Plur	peal_kiri	NOUN	Par	Plur	artiklite pealkirju	Grete kiidab ka mehe tahet sulada eesti kultuuri : iga päev küsib midagi uut Eesti ajaloo kohta ja loeb ärilehes ilmunud ___artiklite___ ___pealkirju___ .	40876	55
mees	NOUN	Gen	Sing	kapital	NOUN	Par	Sing	mehe kapitali	Küllap peavad mõned Grete ja Karimi suhtest kuulnud inimesed tüdruku motiiviks ___mehe___ ___kapitali___ .	40884	199
jagu	NOUN	Par	Sing	vihm	NOUN	Par	Sing	jagu vihma	Pärnus sadas eile poole tunni jooksul maha 15 päeva normi ___jagu___ ___vihma___ , mis uputas kesklinnas bussijaama ümbruse põlvini ulatuva veega .	40963	5
manne_keen	NOUN	Gen	Sing	haige	NOUN	Par	Sing	mannekeeni haiget	Veel sai näitusel kuulata ___mannekeeni___ ___haiget___ ja tervet südant , maadelda sumoülikonnas , käia peeglilabürindis .	40974	3
liiklus_kiirus	NOUN	Par	Sing	märk	NOUN	Par	Plur	liikluskiirust märke	Nädalavahetusel ei suutnud mitu miljonit krooni maksva võimsa sportauto roolis istunud purjus mees Tallinna-Pärnu maanteel jälgida ___liikluskiirust___ piiravaid ___märke___ ja sõitis teelt suure kiirusega välja .	40977	2
seadus	NOUN	Gen	Plur	vastu_võtmine	NOUN	Par	Sing	seaduste vastuvõtmist	Kuidas tavainimesed saavad mõjutada ___seaduste___ ___vastuvõtmist___ ?	41136	33
riik	NOUN	Gen	Sing	iga_päeva_elu	NOUN	Par	Sing	riigi igapäevaelu	Eesti Vabariigi kõrgeim võimuorgan , kelle ülesanne on juhtida ___riigi___ ___igapäevaelu___ .	41138	184
riigi_elu	NOUN	Gen	Sing	küsimus	NOUN	Par	Plur	riigielu küsimusi	See organ võtab vastu seadusi , valib presidendi , otsustab rahvahääletuse korraldamise , võtab vastu riigieelarve ja lahendab muid ___riigielu___ ___küsimusi___ .	41141	1
pilt	NOUN	Gen	Sing	tegemine	NOUN	Par	Sing	pildi tegemist	Mis toimus enne ___pildi___ ___tegemist___ ?	41200	205
kuju	NOUN	Gen	Sing	valmistamine	NOUN	Par	Sing	kuju valmistamist	Enne järjekordse ___kuju___ ___valmistamist___ süvenevad nad kõigepealt tükiks ajaks raamatutesse .	41317	41
savi_pea	NOUN	Gen	Sing	valmimine	NOUN	Par	Sing	savipea valmimist	Pärast ___savipea___ ___valmimist___ võetakse sellelt kipsvorm .	41322	1
biitel	NOUN	Gen	Plur	plaat	NOUN	Par	Plur	Biitlite plaate	___Biitlite___ ___plaate___ on välja antud mitu miljonit .	41356	6
inimene	NOUN	Gen	Sing	elu	NOUN	Par	Sing	inimese elu	Kust hangiksid infot kuulsa ___inimese___ ___elu___ tutvustava kõne jaoks ?	41365	1323
avaldus	NOUN	Gen	Sing	andmine	NOUN	Par	Sing	avalduse andmist	Mitu kuud pärast ___avalduse___ ___andmist___ saab abielluda ?	41403	27
pilt	NOUN	Gen	Sing	tegemine	NOUN	Par	Sing	pildi tegemist	Kus nad olid enne ___pildi___ ___tegemist___ ?	41429	205
sand	NOUN	Par	Sing	klass	NOUN	Par	Sing	sandat klassi	Ma läksin sinna peale [ pärast ] ühek ___sandat___ ___klassi___ .	41500	2
kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	kooli lõpetamist	Aga mida sa kavatsed teha pärast ___kooli___ ___lõpetamist___ ?	41561	1013
kausi_täis	NOUN	Nom	Sing	toit	NOUN	Par	Sing	kausitäis toitu	Üks ___kausitäis___ ___toitu___ , kuivtoitu .	41593	1
puur	NOUN	Gen	Sing	sisu	NOUN	Par	Sing	puuri sisu	Neil tuleb pidevalt vahetada ___puuri___ ___sisu___ , neil peab olema närimiseks asju , kas siis puuoksi või midagi sellist .	41615	25
kogu	NOUN	Nom	Plur	raha	NOUN	Par	Sing	kogud raha	Kas sa ___kogud___ ka ___raha___ millegi jaoks ?	41695	8
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	No veel ei ole saanud , aga ma arvan , et kui ta veel ___tükk___ ___aega___ nuiab , siis ma ikka annan talle selle raha .	41723	30
valik	NOUN	Nom	Sing	pliiatsei	NOUN	Par	Plur	valik pliiatseid	Nojah , meil on siin suur ___valik___ harilikke ___pliiatseid___ .	41758	56
pastapliiats	NOUN	Par	Sing	pliiats	NOUN	Par	Sing	pastapliiatsit pliiatsit	Kas teil on vaja kustutada ___pastapliiatsit___ või harilikku ___pliiatsit___ ?	41771	2
soe=m	NOUN	Par	Plur	riie	NOUN	Par	Plur	soemaid riideid	Ei , merele ma jah otseselt ei lähe , aga talvine aeg on kättejõudnud , et siis oleks vähe ___soemaid___ [ soojemaid ] ___riideid___ ikka vaja .	41828	1
muuseum	NOUN	Gen	Sing	ait	NOUN	Par	Sing	muuseumi aita	Tartus tegutsev teaduskeskus Ahhaa kolis juuliks Pärnu ___muuseumi___ ___aita___ .	41957	113
manne_keen	NOUN	Gen	Sing	haige	NOUN	Par	Sing	mannekeeni haiget	Veel sai näitusel kuulata ___mannekeeni___ ___haiget___ ja tervet südant ning kopse , maadelda sumoülikonnas ja käia peeglilabürindis .	41959	3
liiklus_kiirus	NOUN	Par	Sing	märk	NOUN	Par	Plur	liikluskiirust märke	Nädalavahetusel ei suutnud mitu miljonit krooni maksva võidusõiduauto roolis istunud purjus mees Tallinn-Haapsalu maanteel jälgida ___liikluskiirust___ piiravaid ___märke___ ja sõitis suure kiirusega teelt välja .	41969	2
laad	NOUN	Par	Sing	külmumine	NOUN	Par	Sing	laadi külmumist	Aga , kas on ka tõsisemat ___laadi___ ___külmumist___ ?	41990	6
laad	NOUN	Par	Sing	külmumine	NOUN	Par	Sing	laadi külmumist	Võib esineda tõsisemat ___laadi___ ___külmumist___ siis , kui inimene on pikka aega suure külma käes ja siis võivad esineda suured kahjustused ja sellisel korral on muidugi arstiabi väga oluline , et ei teeks sellist esmaabivõtet , et paneb selle jala või käe kuuma vette ja sellisel juhul võib tekkida väga raske kahjustus .	41991	6
arst	NOUN	Gen	Sing	konsultatsioon	NOUN	Par	Sing	arsti konsultatsiooni	Kui on raske kuumarabandus , siis tuleb kindlasti arsti poole pöörduda , sest südamehaigetel ja ja väikelastel võivad esineda väga tõsised terviserikked ja sellisel juhul on kindlasti vaja ___arsti___ ___konsultatsiooni___ .	42011	101
paar	NOUN	Gen	Sing	pluus	NOUN	Par	Plur	paari pluuse	Et peab olema ikka mitu paari pükse ja mitu ___paari___ ___pluuse___ ja .	42070	4
kool	NOUN	Gen	Sing	käe_käik	NOUN	Par	Sing	kooli käekäiku	No tänapäeva koolides on sihuke [ selline ] uudne süsteem , et iga klass valib enda seast esindaja või esindajad , kes lähevad õpilasomavalitsusse , ja nõnda saab ka klass juhtida oma ___kooli___ ___käekäiku___ ja tegemisi .	42167	1013
biitel	NOUN	Gen	Plur	plaat	NOUN	Par	Sing	biitlite plaati	Ühe kuuga müüdi kaks koma viis miljonit ___biitlite___ ___plaati___ .	42241	6
biitel	NOUN	Gen	Plur	soeng	NOUN	Par	Plur	biitlite soenguid	Noored matkisid ___biitlite___ ___soenguid___ ja riietumisstiili .	42242	6
gümnaasium	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	gümnaasiumi lõpetamist	Pärast ___gümnaasiumi___ ___lõpetamist___ teenis ta kaks aastat sõjaväes ning õppis ülikoolis majandust , riigiteadust , sotsioloogiat ja ajalugu .	42254	37
lill	NOUN	Gen	Plur	vastu_võtmine	NOUN	Par	Sing	lillede vastuvõtmist	Valmistudes tulevaseks ametiks pidi ta lisaks muule harjutama ka lastelt ___lillede___ ___vastuvõtmist___ ning pikkade ja igavate kõnede kuulamist .	42255	124
